stop,lat,lon,routes,trips
Gurappanapalya,12.91903206,77.60018259,114,1094
IBM Bannerughatta Road,12.92522667,77.60055896,63,699
Iliyas Nagara,12.90862033,77.57042617,7,54
Indira Gandhi Children Hospital,12.93816283,77.59269118,1,9
Indiragandhi Circle RV Dentral college,12.91096642,77.57877829,1,1
Jaraganahalli Cross,12.90156673,77.57328574,205,1623
Jayadeva Hospital,12.91681903,77.60027781,194,1334
Jayanagara 18th Main,12.92325741,77.58927203,1,1
Jayanagara 38th Cross,12.92107958,77.58380770,43,561
Jayanagara 3rd Block,12.93185791,77.58383236,55,362
Jayanagara 40th Cross,12.91987387,77.58067488,56,630
Jayanagara 4th T Block,12.92306884,77.59343565,9,56
Jayanagara 5th Block,12.91730831,77.58357173,22,156
Jayanagara 6th Block,12.93092037,77.57829778,12,76
Jayanagara 8th Block,12.92389072,77.58026719,5,39
Jayanagara 9th Block,12.91968893,77.59247305,19,173
Jayanagara Church,12.92828300,77.58746408,74,483
Jayanagara East End,12.91684059,77.59719395,285,2895
Jayanagara Metro Station Arrival,12.92968516,77.58024004,1,2
Jayanagara Metro Station Depature,12.92963092,77.58024037,2,31
Jayanagara Pump House,12.92170910,77.59710610,84,823
Jayanagara Telephone Exchange,12.92374301,77.58371115,123,1337
Jayanagara TTMC,12.92850403,77.58423632,137,1089
JP Nagara 15th Cross,12.90714918,77.58563153,75,722
JP Nagara 1st Phase,12.91132728,77.57458276,3,10
JP Nagara 3rd Phase,12.90816990,77.60041709,211,1812
JP Nagara 4th Phase,12.90624011,77.59451897,8,86
JP Nagara 5th Phase,12.90643060,77.59046400,7,58
JP Nagara 6th Phase,12.90655206,77.57763641,45,351
JP Nagara Food World,12.91505042,77.58592866,1,4
JP Nagara Water Tank,12.91387135,77.59504885,13,75
Kalyani Magnum JP Nagara,12.90177046,77.59494625,1,23
LIC Colony Jayanagara,12.92863684,77.59108990,0,0
Madhavan Park Jayanagara 2nd Stage,12.93646289,77.58394684,58,513
Marenahalli JP Nagara,12.91550533,77.58571744,19,110
Marenahalli Petrol Bunk Ragigudda,12.91701380,77.58865178,198,2069
MICO Layout Checkpost,12.91394928,77.60005281,6,19
Milk Booth JP Nagara,12.91006741,77.59518027,11,86
Monotype Corporation,12.92181277,77.57052222,84,1158
Nanda Talkies,12.93302905,77.58007632,159,1508
NS Palya JP Nagara,12.90862426,77.60331608,0,0
Oxford College,12.90512352,77.58577108,40,280
Ragigudda Temple,12.91693403,77.59324430,274,2520
Rani Saraladevi High School,12.93889816,77.58529240,72,935
Rose Garden Jayanagara,12.92786829,77.58023501,3,22
Royal School JP nagara,12.90042919,77.58582176,2,14
RV Dental College JP Nagara,12.91137269,77.58563083,22,144
Sagar Hospital Bannerughatta Road,12.92847999,77.59962469,2,36
Sangam Circle,12.91703282,77.57840196,353,3202
Sanjay Gandhi Hospital Jayanagara,12.92710589,77.59296362,70,819
Sanjay Gandhi Inst of Trauma,12.93594607,77.59275019,1,9
Sarakki,12.90942689,77.57284284,207,1693
Shantinikethan School Bilekahalli,12.89982133,77.60228209,5,18
Shastri Bakery,12.92329858,77.57351339,33,436
South End Circle,12.93707400,77.57967376,193,1909
Tavarekere Aladamara,12.92221000,77.61053833,9,134
Tavarekere Mori,12.92501923,77.60887461,8,125
Vinayakanagara JP Nagara,12.89937687,77.59140640,2,18
Yarabnagara,12.91572500,77.56937167,10,122
Yediyuru Jayanagara 6th Block,12.93080143,77.57616340,19,96
Abbaiah Layout,12.97932654,77.68081784,2,22
Aduru Bidrahalli,13.05552872,77.70571225,6,112
Ajjagondanahalli,12.95708745,77.76840001,4,41
Akshayanagara,13.02072222,77.68338951,11,177
Alfa College Chikka Gubbi,13.07698840,77.66201223,10,102
Ambedkarnagara,12.89901684,77.71313221,10,24
AMD India Pvt Ltd Whitefield,12.97500347,77.72545852,5,7
Amogha Layout,13.07508963,77.71806440,20,87
Amritha Engineering College Kasavanahalli,12.89679698,77.67519660,3,23
Anagalipura,13.07303285,77.67888397,5,33
Anagalpura Cross,13.06171179,77.68666774,2,19
Anandapura,13.02422515,77.69285292,7,98
AOL Head Strong ORR,12.92010654,77.68765479,4,7
Ashwathpura Marathahalli,12.96118954,77.70406991,1,22
Avalahalli Hoskote,13.03534724,77.73549132,17,73
Ayyappanagara Hoodi,13.00150918,77.71445006,2,2
Ayyappanagara KR Puram,13.00450683,77.71239878,8,139
Ayyappanagara Sadaramangala,13.00430618,77.71001823,12,217
Bagmane World Technology Center Doddanekkundi,12.98264851,77.69301116,11,22
Balagere Varthuru,12.93962843,77.72904128,6,39
Bandapura Gate,13.04153526,77.74428367,115,1068
Bande Bommasandra,13.07663952,77.68071504,6,82
Bayyapannahalli,13.07163802,77.72080307,21,95
Bellanduru,12.92472569,77.67429431,181,1404
Bellanduru Gate SJP Road,12.91857787,77.66991416,109,683
Bellathur,13.00410489,77.75691881,49,389
Bellathur Colony,12.99960446,77.75268462,1,35
BEML Gate Kundanahalli,12.96097783,77.71652609,152,1397
Bendiganahalli Hoskote,13.06710150,77.75759132,2,16
Bhakthi Yoga Ashrama,13.02261580,77.68929630,7,98
Bhoganahalli,12.92643830,77.70108193,5,32
Bible Cross,13.07127889,77.65162195,20,117
Bidrahalli,13.05690943,77.71508908,12,109
Big Bazar ITPL,12.98822336,77.73193404,280,2517
Bileshivale,13.05451211,77.67101244,18,253
Birla Hurlur Road,12.89406503,77.65712101,0,0
BM English School Kannuru,13.10691453,77.66969740,4,15
B Nagasandra,12.94368121,77.65362829,3,35
Bommenahalli,13.07103020,77.74503887,2,16
BPL ITPL,12.98530919,77.74801791,227,1937
Brand Factory  Marathahalli Bridge,12.95639304,77.69682527,0,0
Brooke Bond,12.96396766,77.74832851,103,803
Brook Steel ESI ITPL,12.99310549,77.70546734,177,1401
Budigere Cross,13.04585768,77.75026017,134,1166
Budigere Cross Hoskote,13.04656746,77.75014758,25,266
Byrathi Bande,13.07782161,77.65341241,85,530
Byrathi Cross Hennuru,13.05698661,77.64836274,16,31
Byrathi Hennuru,13.05601970,77.65196398,1,1
CAP Gemini Garudacharpalya,12.99166801,77.70286627,7,10
CAP Gemini Prestige Shanthiniketan,12.98954580,77.72889644,4,6
Carmelram Gate,12.90343982,77.70391301,89,547
Carmelram Railway Station,12.90719613,77.70536877,4,6
Carmelram School Railway Gate,12.90950467,77.70589515,22,40
Central Bank Kadugodi,12.99774694,77.75781477,1,35
Chaithanya Samarpan apartment,13.02183505,77.76203544,17,65
Challaghatta B Nagasandra,12.94609986,77.64908127,2,34
Channasandra,12.98332232,77.76815321,231,1795
Channasandra MVJ College,12.98285859,77.76129262,17,130
Cheemasandra Budigere Cross,13.03891867,77.74057609,12,66
Chennanahalli,13.03132814,77.74300218,2,11
Chikka Banahalli,13.01989737,77.75140352,1,1
Chikka Bellanduru,12.91227005,77.71435216,13,20
Chikka Devasandra KR Puram,13.00442103,77.70583134,12,217
Chikka Gubbi,13.08050438,77.66627423,9,101
Chikka Gubbi Cross,13.08431180,77.65428818,44,281
Chikkanayakanahalli Dinne,12.88392477,77.69698080,7,41
Chikkanayakanahalli Huskuru Road,12.89230973,77.69445486,6,27
Chikka Nekkundi,12.92984790,77.76570104,15,71
Chinnappanahalli,12.96909704,77.70622507,1,22
Chokkasandra Cross,12.87352578,77.73404024,36,167
Choodasandra,12.88925510,77.68133251,6,34
Christal House Learning School,13.09439257,77.65173197,30,165
Church  Byrathibande,13.08664096,77.65489110,3,85
Cipla Avalahalli,13.03224368,77.73126138,128,1069
CMRIT College,12.96765542,77.71437320,188,1585
CS-Eco Space Intel Ring Road,12.92775040,77.68052028,124,892
CS-Ernst and Young Garudacharapalya,12.99218814,77.70342886,8,3
CS-Poorva Fountain Apartment,12.95837175,77.70461977,2,4
CS-St Michael School Hennuru Bande,13.05129689,77.64528930,2,10
CS-Tata Elexsi Brigade Teck Park,12.98561498,77.74061501,6,7
CS-TESC Tech Park Vydehi Hospital,12.97450948,77.72733741,0,0
Dattatreya Peeta Doddagubbi,13.06738937,77.66464949,4,60
Dell Domlur,12.95129318,77.63976072,13,57
Devarabisanahalli Cross,12.93143035,77.68688876,125,889
Devarabisanahalli Gear School,12.91838371,77.69758299,1,14
Devarabisanahalli last stop,12.92401619,77.69503557,3,26
Devarabisanahalli New Horizon College,12.93531828,77.69115796,125,889
D Group Employees Layout,13.09294679,77.68534542,6,54
Dinnur Kadugodi,12.99158964,77.75150209,2,9
Doddabannahalli,13.02394853,77.74737954,3,12
Doddagattiganabbe,13.03335664,77.78551195,10,63
Dodda Gubbi,13.07092501,77.67400680,12,158
Doddakannalli Sarjapura Road,12.90712619,77.69565113,6,34
Doddamma Temple,12.87847965,77.69871903,54,369
Dodda Mori,13.06539496,77.71696200,11,64
Dodda Nekkundi,12.97898227,77.69516661,220,1627
Dodda Nekkundi Cross,12.95600618,77.69178271,4,61
Domlur Flyover,12.95696427,77.64140253,254,2194
DRDO 2nd Sector Kempapura,12.94445497,77.66262844,1,0
East Point College Hirandahalli,13.05014032,77.71999897,12,132
ECO Space,12.92789966,77.68109813,1,2
EMC2,12.98286708,77.69288878,202,1465
Gandhipura White Field,12.96970147,77.75241271,12,102
Garden City College TC Palya,13.02443459,77.70711690,8,79
Garudacharpalya,12.99402101,77.70171069,228,1702
GBJ Colony Gate Marathahalli,12.95753271,77.69134015,0,0
Geddalahalli Hennur Main Road,13.04839588,77.64544539,17,37
Gollahalli Chikkagubbi,13.08363493,77.67537564,0,0
Goodshed Road Hoodi,12.99876186,77.74238301,0,0
Gorivegere Village,13.04393269,77.76061092,3,30
Grandwell,13.06318802,77.73989081,40,325
Graphite India,12.97719646,77.71013815,191,1618
Graphite India Jn,12.98532226,77.70833731,11,92
GR Tech Park ITPL,12.98661599,77.74426014,279,2317
Gubbi Cross,13.06442077,77.65187314,80,581
Gundur Marasandra,13.08670469,77.71500796,7,43
Gunjuru,12.92137000,77.73641167,111,603
Gunjurupalya,12.92212787,77.71782423,4,24
Gunjurupalya Gate,12.91726216,77.72540823,4,8
Hado Siddapura,12.89454517,77.70064205,0,0
Hagaduru,12.96846907,77.75599480,9,82
Halanayakanahalli Sarjapura Road,12.90147110,77.68829584,4,33
Halasahalli Cross Gunjur,12.93289290,77.75818623,7,11
Halasahalli Gunjur,12.92417633,77.76235901,2,1
Hancharahalli,13.09178959,77.74164030,2,16
Hanumanthappa Layout Bileshivale,13.05821060,77.65368462,3,9
Haraluru Cross Sarjapura Road,12.91878436,77.66879417,4,39
Haraluru Sarjapura Road,12.90146259,77.66040769,4,39
Heggondanahalli,12.90576379,77.74654205,29,256
Hiranandahalli Hoskote,13.04583430,77.72253882,12,132
Hoodi,12.99228224,77.71630953,224,1711
Hope Farm,12.98413044,77.75247574,354,2909
Hosahalli Varturu,12.92030426,77.74165034,18,134
Hoskote Kodi,13.05605429,77.76743884,119,1145
Hoskote Toll,13.05938638,77.77085155,117,1112
Hosuru Bande,13.10621691,77.66088732,48,272
HP Softwere Company Mahadevapura,12.99685327,77.68925741,3,4
HSR Layout 22nd Cross,12.90860857,77.65179366,1,2
Huskur,13.06060609,77.76268738,48,304
Ibbaluru Sarjapura Road,12.92134441,77.66195789,6,10
I Gate,12.97711710,77.71878515,173,1561
Immadihalli,12.96673939,77.76313484,11,78
ISRO Layout Karthiknagara,12.96609568,77.69496918,1,1
ITPL,12.98769279,77.73739233,435,3155
Janthamane Varthur,12.94203602,77.75741570,21,142
Jinke Thimmanahalli,13.02264323,77.68611655,0,0
Jn of New Bridge,12.95528894,77.64129239,62,525
Jn of Sarjapura,12.92092954,77.66603753,122,868
John F Welch Technology Centre,12.97370771,77.72701688,12,48
Junnasandra Gate Wipro Regional Office,12.91082098,77.68447201,100,636
Jyothipura,13.10270447,77.75059743,15,70
Kaatugollahalli,13.09437151,77.74285497,5,47
Kachamaranahalli,12.91223117,77.73349478,5,35
Kada Agrahara Yarappanahalli,13.07971929,77.68546410,0,0
Kadabisanahalli,12.94177360,77.69673541,327,2453
Kadasonnappanahalli Gate,13.10172730,77.65827456,43,249
Kadugodi,12.99655531,77.76610136,8,68
Kadusonnappanahalli Village,13.09888213,77.66373083,1,11
Kaikondrahalli Sarjapura Road,12.91395419,77.67766761,79,578
Kammasandra Gate,12.87091621,77.73376733,30,162
Kammasandra Hoskote,13.07856265,77.71635614,11,64
Kannamangala Hoskote,13.03222214,77.75864181,15,61
Kannuru,13.09322686,77.65424298,70,430
Karthiknagara,12.96820330,77.70167984,121,900
Kasavanahalli,12.90495097,77.67598786,14,67
Katamanallur Gate,13.05308024,77.76140698,137,1230
K Dommasandra,13.01082203,77.74038970,4,18
Kempapura HAL,12.94657757,77.67305017,4,20
Khaji Sonnenahalli,13.03465601,77.75908830,5,32
Kittaganuru,13.03621595,77.70880669,6,58
KK School Varthur,12.93428350,77.74342864,52,328
K Narayanapura Cross Baglur Road,13.05268852,77.64613033,18,38
Kodandarama Nagara Sarjapura Road,12.89947623,77.68478751,4,33
Kodathi Silk Warm Seeds Technology,12.88193546,77.70850360,1,2
Kodathi Village,12.89652318,77.72025048,5,26
Kodigehalli Sadaramangala,12.99618553,77.71925792,0,0
Konadasapura,13.04511465,77.75640249,2,2
Kothanuru,13.06197433,77.64887344,81,598
Kristu Jayanti College,13.05877494,77.64293432,10,124
KTPO,12.97677612,77.72224499,171,1558
Kumbena Agrahara,13.00137215,77.74760597,1,35
Kundalahalli,12.95832429,77.71559037,159,1403
Kundalahalli AECS Layout,12.96432876,77.71385193,3,6
Kundalahalli Colony,12.97053893,77.71244322,186,1583
Kundalahalli Gate,12.95585442,77.71376455,328,2657
Kurudu Sonnenahalli,13.01409914,77.73227602,1,4
Lagumenahalli Circle,13.07214029,77.75426013,2,16
Madhuranagara Varthur,12.93980025,77.76027446,20,140
Mahadevapura ITPL,12.99735044,77.69070948,188,1433
Mahadevapura Ring Road,12.99118394,77.68761413,223,1578
Mandur,13.08176170,77.73835928,45,314
Manhattan Park ORRCA EPIP Zone,12.97118348,77.71833256,1,1
Maragondanahalli Kittaganur,13.03719575,77.69297354,2,21
Marathahalli,12.95609833,77.69380013,218,1725
Marathahalli Bridge,12.95984663,77.70139050,583,4272
Military Bridge,12.94605215,77.64002144,78,702
Mittaganahalli,13.10718753,77.66343579,2,22
MR Nursing College,13.05838304,77.64868766,53,369
Mulluru Sarjapura,12.90436533,77.72448957,1,14
Multiplex Marathahalli,12.95161475,77.69968987,311,2308
Munish Singh Hospital,12.98057588,77.75184274,96,804
Munnekolalu,12.95629245,77.70887399,9,68
Muttanalluru Cross,12.88739997,77.73841943,103,690
Nagenahalli Byrathi Bande,13.08145663,77.65337787,8,96
Nagondanahalli,12.97526388,77.77131289,5,55
Nallurahalli,12.96933685,77.73573607,3,12
New Baldwin International School,13.07253831,77.73721019,16,61
Nimbekaipura,13.05852936,77.75584996,1,2
Oasis School Kannuru,13.08934244,77.66633928,6,15
Panathuru Cirlce,12.93560317,77.70575970,6,28
Panathuru Dinne,12.92927314,77.71294618,2,11
Panathuru Kadabisanahalli,12.93657415,77.70367563,5,40
Parvathinagara,13.03257460,77.71483898,0,0
Pattandur Agrahara Gate,12.98754644,77.73372710,342,2972
Pattandur Agrahara ITPL,12.97831503,77.73389608,2,12
Petrol Bunk Bellanduru,12.92342930,77.67067105,303,2251
Poornaprajna School Byrathi,13.07532678,77.65159125,20,117
Poorva Fountain Apartment,12.95851031,77.70455003,4,6
Premium Farm Mandur,13.07916652,77.73700007,37,303
Prestige Tech Park Kadabisanahalli,12.94316360,77.69170493,36,46
Primus Public School Huskuru Road,12.88838079,77.69600803,2,2
Radhareddy Layout Road SJP Main Road,12.90883603,77.68970668,8,9
Rajapalya,12.99129818,77.72117091,215,1659
Ramagondanahalli Varthur,12.95689538,77.73969932,22,136
Rampura,13.05158203,77.69118600,29,253
Sadaramangala,12.99770266,77.73664802,2,40
Safal Market,13.03804851,77.75993150,38,353
Sai Baba General Hospital,12.97389787,77.75057405,98,823
Sai Lakshmi Industries,13.02447953,77.76174941,40,355
Sannathammanahalli,13.04790791,77.76063502,38,353
SAP Labs White Field,12.97763418,77.71446348,30,183
Sapthagiri Convention Hall Hoskote Road,13.05030602,77.75662613,12,97
Sathya Sai Baba Mandir,13.00093071,77.75757186,49,389
Sathya Sai Hospital,12.98245540,77.72780105,177,1741
Seegehalli Gate Hope Form,13.01323740,77.76110239,2,21
Seegehalli Gate( Kadugodi),13.01343373,77.76118118,0,0
Seegehalli Kadugodi,13.01188920,77.76467509,1,9
Seetharampalya Hoodi,12.98509391,77.71851361,0,0
Shell Petrol Bunk Khaji Sonnenahalli,13.01761897,77.76219562,19,69
Shrungarapura,13.09956492,77.74370738,5,47
Siddapura Varthur,12.95606013,77.73072328,23,152
Singaiahnapalya Phoenix Mall,12.99620607,77.69374524,185,1413
SKF Factory,13.06125592,77.74195582,40,325
Skylark Arcadia Sadaramangala,13.00635750,77.73560719,3,53
Somasundarpalya,12.89879995,77.65129607,6,38
Sonnappanahalli Hosuru Bande,13.10752013,77.66578470,3,9
Sorahunse Varthur,12.94330850,77.75094155,2,5
Sri Rama Layout Avalahalli road,13.03958289,77.72956431,11,126
ST PeterSchool Kaikondrahalli,12.91392756,77.67824293,2,3
Sulikunte Sarjapura Road,12.89228812,77.72843449,10,24
SVR College Somasundarapalya,12.90224713,77.65057922,0,0
TATA ELEXI LTD ITPL Road,12.99009207,77.72500455,4,8
Tavakkal Hospital,13.10573967,77.66466549,31,164
Thirumalashettyhalli Cross,12.98595124,77.78138976,1,0
Thirumenahalli Andrahalli,13.11044634,77.74516301,4,44
Thubarahalli,12.95573591,77.72035565,109,1028
Vagdevi Vilas School,12.93226589,77.76067693,15,71
Valepura Gate Varthur,12.94894105,77.77236700,7,49
Valepura Varthur,12.94637584,77.76680471,19,132
Varthur Forum Mall,12.95986169,77.74686992,67,610
Varthur Kodi,12.95696911,77.74539676,104,712
Varthur Suryanagara Apartment,12.93125920,77.76264349,4,9
Varthuru Gunjur,12.93810406,77.74675056,30,172
Vijayanagara White Field,12.97534979,77.75467917,1,7
Vinayakanagara Gunjur,12.92859375,77.73947835,52,328
Visthar Dodda Gubbi,13.06935696,77.65926935,1,15
Whitefield ESI,12.99075657,77.70640612,10,123
White Field Post Office,12.96981779,77.75016367,111,890
White Field TTMC,12.97738718,77.72693038,187,1772
Wipro Sarjapura Road,12.91250665,77.68418938,0,0
Yamalur,12.94845117,77.68072329,7,28
Yamalur Cross,12.95508381,77.68799211,230,1802
Yarappana Bande,13.09286319,77.68057108,5,44
Yarappanahalli Kada Agrahara,13.08535189,77.68715788,1,9
Yellappa Reddy House Panathur,12.93816419,77.71511793,3,25
Achappa Layout,12.89166652,77.58056760,1,35
AECS Dental College Hulimavu,12.86521846,77.59835601,12,125
AECS Layout,12.88305649,77.64990672,2,2
Agara,12.92453611,77.65037150,15,88
Akshayanagara New Town Hulimavu,12.87662950,77.61077464,1,1
APR Kalyana Mantapa Begur Road,12.89325102,77.62584635,14,44
Arakere Gate,12.89059818,77.59822328,174,1440
Arakere Lakshmi Layout,12.89124297,77.59343885,0,0
Arakere Shiradi Sai Temple,12.88302904,77.61008129,6,84
Arakere Vijaya Bank Layout,12.89225871,77.61163581,3,23
Bank Of Baroda Brigade Millenium,12.89334326,77.58630634,0,0
Bellanduru Gate SJP Road,12.91857787,77.66991416,109,683
Bilekahalli,12.90077134,77.60110669,189,1562
Birla Hurlur Road,12.89406503,77.65712101,0,0
Bommanahalli,12.90483622,77.63007965,461,3893
BPL,12.88738986,77.59702001,437,3631
Brigade Millenium,12.89258426,77.58201744,39,457
BTM Layout Kuvempunagara,12.91635662,77.61591532,253,2407
BTR Garden,12.89020884,77.64661612,13,76
BTS Layout Arakere,12.88667912,77.60697059,1,12
Canara Bank Begur,12.88517242,77.62516617,37,259
Central Silk Board,12.91747831,77.62404046,524,3787
Channakeshavanagara Parappana Agrahara,12.87810424,77.65481114,2,6
Chikka Beguru,12.87873439,77.63767451,3,9
CS-Ajmmera Green Acres Apartments BGT Road,12.86791437,77.59343684,0,0
CS-Classic Archid Apartment,12.87277272,77.58847475,3,5
CS-Jakkasandra(Towards:Dairy Circle),12.92454821,77.63856500,15,16
CS-Mantri Elite Apartment,12.90545032,77.60096379,7,8
CS-Mantri Paradise Apartment,12.88901268,77.58863568,1,2
CS-Shopper Stop Mico Layout,12.91191315,77.59983659,5,6
Dalmia Circle,12.90714711,77.59510517,12,88
Dayanandasagara University Kudlu Gate,12.88775506,77.64151879,0,0
Deccan Bommanahalli,12.90234650,77.62732961,11,53
Deccan Hongasandra,12.89572044,77.62613900,16,146
Depot-25 HSR Layout,12.91967254,77.64301614,1,1
Depot-34 Gate,12.87017621,77.58561417,68,286
Devarachikkanahalli,12.88898572,77.61555432,8,99
DLF Home Town Hulimavu,12.87652493,77.61777520,2,4
Double Road Hulimavu,12.87849841,77.60972522,1,14
DUO Heights Layout,12.89486156,77.61463232,5,25
Eshwara Layout,12.89145603,77.57562697,1,23
Galaxy Paradise Begur Road,12.89148777,77.62600453,20,174
Ganapathipura,12.89326732,77.57190272,11,125
Garivebhavi Palya,12.89618963,77.63544064,89,404
Golden Park Apartment Kodichikkanahalli,12.89472667,77.62027500,0,0
Govt Hospital Arakere,12.88723606,77.60321416,4,45
Haraluru Cross Sarjapura Road,12.91878436,77.66879417,4,39
Haraluru Sarjapura Road,12.90146259,77.66040769,4,39
Hongasandra,12.89713506,77.62619229,53,397
Hongasandra MICO Layout,12.88995751,77.63033063,6,51
Hosapalya Kudlu Gate,12.89730355,77.64546901,4,20
Hosa Road,12.87059695,77.65295173,388,3299
HSBC Bannerughatta Main Road,12.89226171,77.59883917,119,1217
HSR Layout 14th Main,12.91618767,77.63493597,143,1100
HSR Layout 17th Cross 5th Main,12.91268246,77.63246298,1,15
HSR Layout 22nd Cross,12.90860857,77.65179366,1,2
HSR Layout 2nd Sector,12.91215567,77.64481924,5,66
HSR Layout 5th Main,12.91549028,77.63236776,3,25
HSR Layout 7th Sector,12.90956545,77.63258301,1,0
HSR Layout Aishwarya Appartments,12.90322149,77.64867827,0,0
HSR Layout Balaji Appartment,12.90497384,77.64899410,1,17
HSR Layout BDA Complex,12.91270327,77.63806830,3,3
HSR Layout Club,12.90915041,77.64455840,1,0
HSR Layout CPWD Quarters,12.91413015,77.65265733,6,61
HSR Layout KEB,12.91190599,77.64903501,18,144
HSR Layout NIFT College,12.91213667,77.65196000,12,136
HSR Layout Petrol Bunk,12.91961832,77.65157439,4,29
HSR Layout SI Apartment,12.91670010,77.62928387,144,1108
Hulimavu,12.87734335,77.60255903,14,151
Hulimavu Gate,12.88075471,77.59590891,161,1225
Hulimavu Sara Soul Factory,12.87177582,77.60209031,0,0
Ibbaluru Sarjapura Road,12.92134441,77.66195789,6,10
IIMB Bannerghatta Road,12.89607230,77.59976967,133,1371
Iliyas Nagara,12.90862033,77.57042617,7,54
International School of Management Bommanahalli,12.89852563,77.62651015,8,15
ITI Layout Hosapalya Main Road,12.89962264,77.64879763,0,0
Jai Bheemanagara,12.91941360,77.61571799,4,71
Jakkasandra Sarjapura Road,12.92476493,77.63816401,97,826
Jaraganahalli Cross,12.90156673,77.57328574,205,1623
Jn of Sarjapura,12.92092954,77.66603753,122,868
JP Nagara 15th Cross,12.90714918,77.58563153,75,722
JP Nagara 3rd Phase,12.90816990,77.60041709,211,1812
JP Nagara 4th Phase,12.90624011,77.59451897,8,86
JP Nagara 5th Phase,12.90643060,77.59046400,7,58
JP Nagara 6th Phase,12.90655206,77.57763641,45,351
Kalyani Magnum JP Nagara,12.90177046,77.59494625,1,23
Kaverinagara Bommanahalli,12.90014833,77.62238000,0,0
Kodichikkanahalli Beguru,12.89792667,77.62150833,0,0
Kothanuru Dinne Ganesha Temple,12.87743730,77.58388831,33,446
Kudlu Gate,12.88965654,77.63948598,392,3348
Kudlu Panchayath Office,12.88967289,77.64892772,13,76
Land T South City,12.88829106,77.59040499,2,2
Loyola school,12.87099571,77.59353650,106,884
Loyola School Bannerughatta Road,12.87110742,77.59348344,3,2
Madivala,12.92008333,77.62066167,362,3275
Mahadeshwara Nagara BTM Layout,12.90779191,77.61094093,13,119
Mangammanapalya,12.90724645,77.63504595,6,55
Meenakshi Temple,12.87470152,77.59482719,165,1192
Metro Market Kanakapura Road,12.89316223,77.56762862,166,1356
MICO Shramajeevi Colony Arakere,12.88955655,77.59384990,3,18
New MICO Gate,12.87029071,77.65830383,20,164
Nobo Nagara Hulimavu,12.86818436,77.59781353,11,115
NS Palya JP Nagara,12.90862426,77.60331608,0,0
Nyanappanahalli,12.87908999,77.61401206,0,0
Nyanappanahalli Cross,12.90356123,77.62720465,8,15
Oxford College,12.90512352,77.58577108,40,280
Oxford College Bommanahalli,12.90105428,77.62712860,10,18
Panduranga Nagara JP nagara 4th Phase,12.89541584,77.59613648,0,0
Parangipalya,12.90910175,77.64930355,19,203
Parappana Agrahara,12.88102488,77.65776560,3,12
Petrol Bunk Bellanduru,12.92342930,77.67067105,303,2251
Puttenahalli JP Nagara,12.89815656,77.58255518,2,2
Puttenahallipalya,12.89563317,77.58183449,16,242
Rama Temple Devarachikkanahalli,12.88821460,77.61921198,1,3
RBI Layout JP Nagara,12.88786948,77.58197376,17,324
Royal School JP nagara,12.90042919,77.58582176,2,14
Rupena Agrahara,12.91168823,77.62586568,97,438
Sarakki,12.90942689,77.57284284,207,1693
Shanbhogappa Layout,12.89772333,77.61094333,0,0
Shanthiniketan Layout Arakere,12.88281334,77.60349780,5,82
Shantinikethan School Bilekahalli,12.89982133,77.60228209,5,18
Shobha Tulips JP Nagara,12.89825784,77.58541167,0,0
Singasandra,12.87874432,77.64647488,371,3250
Somasundarpalya,12.89879995,77.65129607,6,38
Sri Veerabhadra Swamy Bilekahalli,12.89768167,77.60647333,3,18
St Francis School Begur Road,12.88891906,77.62562409,29,237
Subhashnagara Beguru,12.87082992,77.63833165,2,1
SVR College Somasundarapalya,12.90224713,77.65057922,0,0
Vijaya Bank Colony Ayyappa Temple,12.89124559,77.60627121,14,116
Vinayakanagara JP Nagara,12.89937687,77.59140640,2,18
Viratnagara Cross Bommanahalli,12.90300690,77.62420228,0,0
Water Tank Kothanur Dinne,12.87442454,77.58409085,23,248
Yelachenahalli,12.89760334,77.57147635,204,1615
Yelenahalli Beguru,12.86655531,77.61629797,9,145
Yellukunte,12.90548561,77.64128208,0,0
Achappa Layout,12.89166652,77.58056760,1,35
AECS Dental College Hulimavu,12.86521846,77.59835601,12,125
AGS Layout Ittamadu,12.91243824,77.53702523,10,147
Akshayanagara New Town Hulimavu,12.87662950,77.61077464,1,1
AMC College Bannerughatta Road,12.82948817,77.58772479,72,701
Amruthanagara Anjanapura,12.83938570,77.55000310,7,36
Anjanapura 10th Block,12.85574458,77.56980658,13,95
Anjanapura,12.86196984,77.56378981,47,381
Anjanapura Cross,12.86180431,77.56091309,9,38
APR Kalyana Mantapa Begur Road,12.89325102,77.62584635,14,44
Arakere Lakshmi Layout,12.89124297,77.59343885,0,0
Aravinda Limited Bommasandra,12.81475151,77.67016411,21,112
Arehalli Uttarahalli,12.90850923,77.53826916,65,375
Avalahalli Anjanapura,12.87283114,77.56663600,40,382
Avalahalli BDA Layout Anjanapura,12.87272305,77.56125166,1,4
Banashankari 5th Stage,12.90217343,77.52798289,2,37
Bande Nallasandra Jigani,12.79357894,77.65137524,0,0
Bank Of Baroda Brigade Millenium,12.89334326,77.58630634,0,0
Bannerughatta Circle,12.81387084,77.58094877,99,814
Bannerughatta National Park,12.80081833,77.57751715,23,181
Bannerughatta Vijaya Bank,12.81505473,77.58291292,74,708
Basapura Electronic City,12.86409406,77.65032649,3,9
Basavanapura Gate Gottigere,12.84623151,77.58826256,104,906
